ImageTitleTest.java,org.jfree.chart.title,ImageTitleTest ,47,10,4.7
ShortTextTitleTest.java,org.jfree.chart.title,ShortTextTitleTest ,90,9,10.0
test1.java,,test1 ,5,0,Infinity
tester\CompositeTitleTest.java,org.jfree.chart.title,CompositeTitleTest ,136,19,7.157894736842105
tester\DateTitleTest.java,org.jfree.chart.title,DateTitleTest ,105,15,7.0
TextTitleTest.java,org.banabas.dance.title,TextTitleTest ,131,25,5.24
TitleTest.java,org.jfree.chart.title,TitleTest ,83,11,7.545454545454546
